1.4958,-2.1482
2.0626,1.0095
1.1075,-2.3079
-0.10947,-1.4041
0.30426,-3.882
1.1455,-3.7648
0.87058,-3.3544
0.62903,-0.89719
0.47013,-4.3147
0.20788,-3.5799
2.737,1.4247
2.1399,-0.64788
0.91858,-2.8924
0.62157,-0.96626
0.67489,-2.2286
1.8114,-4.7225
0.52325,-3.3011
0.069423,-3.9491
0.33999,-4.9522
0.58646,-4.7072
0.32384,-4.3381
1.8176,-5.1753
0.34949,-4.2573
0.1984,-3.6134
2.0412,-3.8941
1.0492,-3.9308
0.33821,-4.4757
0.54072,-5.8881
0.94667,-5.0028
0.51059,-4.8274
2.1418,-4.8636
1.1368,-4.271
-0.19739,-5.0158
-0.11925,-4.6402
1.2285,-3.0507
0.64202,-3.0157
-0.26327,-4.4063
0.061791,-5.2689
0.77,-3.8066
0.31874,-5.1548
0.51287,-3.999
0.26328,-5.1938
-0.16094,-4.6019
1.4553,-3.5051
0.42767,-4.7427
3.0424,-2.8608
1.0755,-2.9061
2.0976,-2.7158
0.66964,-0.67879
0.97627,0.57855
2.1753,-1.8068
-1.6778,-0.34741
4.1779,-1.4299
1.7571,-4.2304
-0.70883,5.1169
0.23942,0.74508
0.52611,-5.1123
2.4131,-3.4501
3.9588,-5.3274
1.7968,-3.2765
1.6259,-0.45861
1.5439,-0.36118
0.27274,-2.5168
2.2428,-3.4761
-3.1738,-0.99824
0.41007,-1.1623
0.38393,-1.6814
1.6813,-4.9872
0.89484,-3.272
1.8105,-6.0105
0.13969,-7.4319
0.87598,-6.8022
2.9225,-7.9938
3.3517,-4.9003
1.1407,-5.5231
1.7155,-3.5379
-0.11959,-3.6835
0.02552,-5.5022
2.2139,-5.1234
1.4727,-2.5013
2.333,-4.4278
0.70403,-4.0484
1.0829,-4.2005
1.3648,-4.661
1.5232,-4.2134
0.80855,-4.1199
-0.30535,-4.8539
0.64201,-5.0532
-0.62007,-1.9398
3.9744,-4.5371
-0.14152,-2.0142
-0.0024648,-2.8809
-0.47958,-2.3678
0.51009,-3.3204
3.1885,-3.1708
2.8894,-2.7099
-0.38575,-2.4877
2.9698,-1.2117
3.7279,-4.3236
3.2176,-2.3519
2.36,-7.8482
0.010458,-3.8878
1.3069,-4.6602
1.5006,-4.9576
1.9092,-4.7782
0.46683,-0.88696
1.2687,-4.5412
1.4752,-4.9328
1.4429,-5.1628
0.37932,-4.2019
0.77167,-4.8669
0.10764,-5.2335
0.85258,-4.7972
1.8303,-4.613
0.019435,-4.4762
0.19785,-3.9429
-0.0052766,-4.5475
-0.14665,-3.5488
1.6149,-2.7422
1.7449,-3.4169
1.1926,-3.1945
1.3673,-6.3289
1.2705,-6.4809
2.2188,-3.1074
1.3082,-5.849
0.071675,-5.4306
2.2704,-5.6236
1.6997,-4.809
2.9931,-5.6359
1.8714,-4.0922
0.12447,-6.0637
1.2643,-3.5835
1.4329,-5.1805
1.64,-4.6664
-0.08199,-3.8166
1.8403,-4.4499
1.4558,-4.879
1.5137,-3.1016
1.7459,-5.0979
1.99,-4.7708
1.7959,-5.3436
2.2135,-4.5477
0.91078,-3.9547
0.90424,-3.6214
1.1189,-4.1159
0.029511,-3.1822
1.3886,-5.438
2.0572,-4.2462
2.8383,-4.9117
0.93332,-4.7401
1.2906,-4.3226
0.43746,-4.2829
-0.06241,-3.6438
1.9483,-4.8068
-2.0121,-5.88
1.0764,-4.6446
2.826,-4.5401
2.9819,-4.6395
0.49745,-0.30061
2.8377,-2.5
0.33939,-0.57572
2.6681,-4.314
2.1618,-1.7845
3.0102,-2.827
1.8171,-1.5239
1.76,-2.6419
1.961,-2.4295
2.8569,-5.4628
3.5488,-6.5383
0.761,-5.0226
0.80463,-5.8075
0.49527,-5.2233
0.86015,-2.9624
0.66365,-2.6244
1.8078,-7.4971
1.5784,-6.2805
1.3087,-7.7959
1.4332,-5.9973
1.606,-5.4524
1.3982,-4.8824
2.8555,-4.8994
0.71984,-3.816
1.1585,-6.2039
2.5215,-6.7277
-0.10577,-4.2275
1.711,-7.8861
1.2101,-4.178
2.6999,-6.1515
1.7697,-5.4261
2.8691,-5.7352
1.4102,-4.9644
1.6931,-6.0902
2.7238,-5.0727
1.5403,-5.9394
1.5053,-6.3799
-0.70051,-2.4433
1.3258,-5.5097
1.3641,-5.9217
1.719,-5.2964
1.9291,-4.8283
3.2284,-5.857
0.76561,-4.7931
1.7981,-6.2224
1.6235,-6.3555
2.3877,-6.5857
1.7026,-6.1585
1.9759,-4.2507
1.8738,-5.0061
-0.31418,-6.1562
0.29166,-7.8212
0.57448,-8.0083
-0.24707,-7.9191
0.48092,-6.9478
2.9108,-3.2891
2.1533,-5.1366
3.1691,-3.4383
5.4889,-5.6523
4.9033,-6.1584
3.6689,-5.0851
3.2044,-3.7228
2.2633,-3.2875
4.9649,-5.8084
3.1651,-5.0071
2.8438,-4.2337
4.4171,-5.5088
4.422,-4.3446
3.5783,-3.3594
5.7569,-5.2504
4.0172,-6.3849
3.7051,-5.4305
3.3789,-5.0528
4.6211,-4.991
4.5913,-4.1144
4.2307,-4.6784
2.3203,-4.8673
4.6117,-5.9427
4.0029,-4.5067
3.2812,-4.3999
1.7176,-3.9838
-0.98964,-0.062275
2.6744,1.1805
5.1809,0.84712
4.5875,0.39352
0.53028,0.48862
2.1965,-5.4632
2.6032,-4.6507
2.5218,-3.1826
-1.4042,-3.6377
1.6039,-4.8815
-0.17317,4.9075
0.69057,-5.7742
0.91612,-7.9018
0.45903,-6.3879
0.8486,-5.2998
0.71554,-4.8959
0.22684,-4.9006
1.0641,-4.1666
0.13776,-5.9075
1.2022,-7.6351
-0.080611,-3.2889
1.773,-7.7755
1.7356,-4.4637
-0.050682,-2.8768
0.66643,-5.408
0.14015,-5.2564
0.60844,-5.2556
-0.9938,-3.0687
1.559,-6.4893
3.5518,-5.2446
3.166,-5.3613
1.2903,-2.6071
3.7722,-5.8815
3.6233,-5.1808
0.92939,-4.1146
1.5656,-4.8319
3.9949,-4.7445
2.0585,-5.2718
4.0151,-6.7417
2.7436,-7.5854
2.1363,-4.2054
