Position X,Position Y,Position Z,Unit,Category,Collection,Time,Default.Labels,ID
374.271,857.113,410.344,µm,Spot,Position,1,,446
363.545,850.36,416.916,µm,Spot,Position,1,,447
371.701,860.024,423.824,µm,Spot,Position,1,,448
361.383,851.896,428.967,µm,Spot,Position,1,,449
351.122,843.389,432.312,µm,Spot,Position,1,,452
370.16,862.137,436.339,µm,Spot,Position,1,,453
341.834,835.154,438.229,µm,Spot,Position,1,,454
359.088,854.546,442.165,µm,Spot,Position,1,,455
349.442,845.533,446.104,µm,Spot,Position,1,,456
339.712,835.421,450.217,µm,Spot,Position,1,,457
369.591,863.368,449.385,µm,Spot,Position,1,,458
330.565,824.997,454.201,µm,Spot,Position,1,,459
359.084,855.386,454.8,µm,Spot,Position,1,,460
349.055,846.197,459.625,µm,Spot,Position,1,,461
370.43,863.637,462.116,µm,Spot,Position,1,,462
338.42,836.867,463.517,µm,Spot,Position,1,,463
330.411,825.848,467.188,µm,Spot,Position,1,,464
359.785,855.247,467.702,µm,Spot,Position,1,,465
350.065,845.876,472.287,µm,Spot,Position,1,,466
414.061,883.654,407.754,µm,Spot,Position,1,,467
392.4,872.659,410.409,µm,Spot,Position,1,,468
403.269,880.127,415.552,µm,Spot,Position,1,,469
382.49,866.66,417.476,µm,Spot,Position,1,,470
391.356,875.551,423.131,µm,Spot,Position,1,,471
403.107,882.887,428.779,µm,Spot,Position,1,,472
380.381,869.746,430.26,µm,Spot,Position,1,,473
391.25,877.562,436.535,µm,Spot,Position,1,,474
404.224,884.049,442.037,µm,Spot,Position,1,,475
380.865,870.188,442.892,µm,Spot,Position,1,,476
392.97,878.432,449.59,µm,Spot,Position,1,,477
406.25,884.31,454.952,µm,Spot,Position,1,,478
381.964,870.91,455.944,µm,Spot,Position,1,,479
395.299,877.964,462.442,µm,Spot,Position,1,,480
408.566,883.505,468.54,µm,Spot,Position,1,,481
383.702,870.659,468.764,µm,Spot,Position,1,,482
699.655,850.863,410.272,µm,Spot,Position,1,,483
690.389,861.526,411.145,µm,Spot,Position,1,,484
679.077,871.206,412.024,µm,Spot,Position,1,,485
667.31,880.165,412.493,µm,Spot,Position,1,,486
695.788,857.207,422.496,µm,Spot,Position,1,,487
684.371,866.961,423.424,µm,Spot,Position,1,,488
672.965,875.603,423.838,µm,Spot,Position,1,,489
660.386,884.315,424.516,µm,Spot,Position,1,,490
700.702,851.679,433.256,µm,Spot,Position,1,,491
689.549,861.493,434.759,µm,Spot,Position,1,,492
678.101,871.328,435.509,µm,Spot,Position,1,,493
665.325,879.333,435.94,µm,Spot,Position,1,,494
694.53,856.078,445.728,µm,Spot,Position,1,,495
683.529,865.43,446.836,µm,Spot,Position,1,,496
670.616,874.46,447.635,µm,Spot,Position,1,,497
657.443,882.205,447.562,µm,Spot,Position,1,,498
699.503,849.419,456.481,µm,Spot,Position,1,,499
688.155,859.318,457.56,µm,Spot,Position,1,,500
675.264,868.228,458.585,µm,Spot,Position,1,,501
662.28,877.485,458.726,µm,Spot,Position,1,,502
648.335,883.919,459.099,µm,Spot,Position,1,,503
703.51,841.828,467.074,µm,Spot,Position,1,,504
691.505,851.671,468.154,µm,Spot,Position,1,,505
679.375,861.04,469.095,µm,Spot,Position,1,,506
666.777,869.707,469.792,µm,Spot,Position,1,,507
653.391,877.589,470.229,µm,Spot,Position,1,,508
708.519,839.514,408.52,µm,Spot,Position,1,,509
722.541,822.757,417.637,µm,Spot,Position,1,,510
713.784,834.784,419.822,µm,Spot,Position,1,,511
705.961,846.215,420.858,µm,Spot,Position,1,,512
719.5,829.11,430.581,µm,Spot,Position,1,,513
710.655,840.476,431.995,µm,Spot,Position,1,,514
723.944,822.458,440.753,µm,Spot,Position,1,,515
715.716,834.602,442.677,µm,Spot,Position,1,,516
705.98,845.601,444.617,µm,Spot,Position,1,,517
719.522,826.448,452.997,µm,Spot,Position,1,,518
710.285,838.495,454.866,µm,Spot,Position,1,,519
714.282,830.475,465.115,µm,Spot,Position,1,,520
424.755,891.068,413.106,µm,Spot,Position,1,,521
437.127,898.18,418.248,µm,Spot,Position,1,,522
414.134,887.536,421.172,µm,Spot,Position,1,,523
426.149,894.154,426.268,µm,Spot,Position,1,,524
439.531,899.21,431.66,µm,Spot,Position,1,,525
415.352,889.586,434.601,µm,Spot,Position,1,,526
428.326,895.379,439.452,µm,Spot,Position,1,,527
442.211,900.35,444.518,µm,Spot,Position,1,,528
417.196,890.343,447.641,µm,Spot,Position,1,,529
430.849,896.012,453.013,µm,Spot,Position,1,,530
419.83,890.506,460.798,µm,Spot,Position,1,,531
434.415,894.585,466.006,µm,Spot,Position,1,,532
486.188,911.469,409.38,µm,Spot,Position,1,,533
448.253,900.248,409.932,µm,Spot,Position,1,,534
500.245,914.97,413.326,µm,Spot,Position,1,,535
461.097,905.78,414.255,µm,Spot,Position,1,,536
475.377,909.83,418.418,µm,Spot,Position,1,,537
489.989,913.174,422.701,µm,Spot,Position,1,,538
450.701,902.912,423.188,µm,Spot,Position,1,,539
504.571,915.507,426.47,µm,Spot,Position,1,,540
464.183,907.497,427.775,µm,Spot,Position,1,,541
478.785,911.407,431.892,µm,Spot,Position,1,,542
453.165,904.422,436.264,µm,Spot,Position,1,,543
494.053,914.169,436.102,µm,Spot,Position,1,,544
509.165,916.106,440.116,µm,Spot,Position,1,,545
467.358,908.035,441.216,µm,Spot,Position,1,,546
482.549,911.129,445.641,µm,Spot,Position,1,,547
456.547,904.393,449.818,µm,Spot,Position,1,,548
498.443,913.234,450.233,µm,Spot,Position,1,,549
471.485,907.502,454.665,µm,Spot,Position,1,,550
445.719,899.572,458.285,µm,Spot,Position,1,,551
487.159,909.833,459.352,µm,Spot,Position,1,,552
460.52,902.804,463.036,µm,Spot,Position,1,,553
502.859,912.278,463.741,µm,Spot,Position,1,,554
476.086,906.851,468.224,µm,Spot,Position,1,,555
449.35,899.081,471.772,µm,Spot,Position,1,,556
491.911,908.335,472.393,µm,Spot,Position,1,,557
540.315,918.309,410.318,µm,Spot,Position,1,,558
556.356,917.922,414.033,µm,Spot,Position,1,,559
571.768,916.071,416.78,µm,Spot,Position,1,,560
515.199,917.458,417.271,µm,Spot,Position,1,,561
530.353,918.341,420.316,µm,Spot,Position,1,,562
545.818,918.336,423.991,µm,Spot,Position,1,,563
561.665,917.743,427.156,µm,Spot,Position,1,,564
519.839,917.275,430.858,µm,Spot,Position,1,,566
535.921,918.244,434.333,µm,Spot,Position,1,,567
551.211,917.37,437.448,µm,Spot,Position,1,,568
567.593,914.977,439.999,µm,Spot,Position,1,,569
524.823,916.308,443.936,µm,Spot,Position,1,,570
540.6,916.516,447.565,µm,Spot,Position,1,,571
557.264,914.387,450.606,µm,Spot,Position,1,,572
573.466,911.237,452.855,µm,Spot,Position,1,,573
530.157,914.91,457.859,µm,Spot,Position,1,,574
546.595,913.785,460.616,µm,Spot,Position,1,,575
518.842,911.865,467.081,µm,Spot,Position,1,,577
535.519,911.682,470.724,µm,Spot,Position,1,,578
597.128,912.168,408.169,µm,Spot,Position,1,,579
611.843,906.674,410.34,µm,Spot,Position,1,,580
626.592,902.464,411.574,µm,Spot,Position,1,,581
587.576,913.419,418.967,µm,Spot,Position,1,,582
603.012,909.322,420.764,µm,Spot,Position,1,,583
617.989,904.883,422.734,µm,Spot,Position,1,,584
632.554,899.259,423.749,µm,Spot,Position,1,,585
577.154,914.539,429.86,µm,Spot,Position,1,,586
593.521,911.407,432.247,µm,Spot,Position,1,,587
608.664,906.846,434.009,µm,Spot,Position,1,,588
623.601,901.197,435.174,µm,Spot,Position,1,,589
638.085,894.516,435.868,µm,Spot,Position,1,,590
583.756,912.02,442.474,µm,Spot,Position,1,,591
599.251,907.763,444.526,µm,Spot,Position,1,,592
614.496,902.962,446.171,µm,Spot,Position,1,,593
629.695,896.975,446.989,µm,Spot,Position,1,,594
589.234,908.545,455.47,µm,Spot,Position,1,,595
604.371,903.372,457.096,µm,Spot,Position,1,,596
619.901,898.124,458.511,µm,Spot,Position,1,,597
634.222,891.484,458.524,µm,Spot,Position,1,,598
578.768,907.233,465.875,µm,Spot,Position,1,,599
594.599,903.445,467.914,µm,Spot,Position,1,,600
609.807,897.538,468.958,µm,Spot,Position,1,,601
639.405,885.23,470.025,µm,Spot,Position,1,,602
624.814,892.075,470.052,µm,Spot,Position,1,,603
654.422,888.395,412.536,µm,Spot,Position,1,,604
641.36,895.749,412.207,µm,Spot,Position,1,,605
646.938,892.465,424.243,µm,Spot,Position,1,,606
652.392,888.036,436.51,µm,Spot,Position,1,,607
643.325,890.074,447.586,µm,Spot,Position,1,,608
436.474,106.059,480.892,µm,Spot,Position,1,,609
462.919,98.9625,474.36,µm,Spot,Position,1,,610
495.664,99.5925,479.379,µm,Spot,Position,1,,612
453.229,103.997,484.108,µm,Spot,Position,1,,613
485.724,103.225,489.305,µm,Spot,Position,1,,615
501.725,103.849,491.862,µm,Spot,Position,1,,616
511.707,101.011,481.397,µm,Spot,Position,1,,617
527.596,102.885,482.401,µm,Spot,Position,1,,618
543.142,106.278,483.179,µm,Spot,Position,1,,619
517.82,106.078,493.11,µm,Spot,Position,1,,620
343.346,146.152,474.228,µm,Spot,Position,1,,621
320.547,162.864,475.362,µm,Spot,Position,1,,622
357.055,139.132,479.541,µm,Spot,Position,1,,623
333.918,155.112,481.328,µm,Spot,Position,1,,624
371.138,132.714,485.083,µm,Spot,Position,1,,625
346.985,147.286,487.557,µm,Spot,Position,1,,626
324.094,164.36,488.309,µm,Spot,Position,1,,627
361.024,140.548,493.373,µm,Spot,Position,1,,628
337.336,156.53,494.752,µm,Spot,Position,1,,629
375.808,134.801,498.312,µm,Spot,Position,1,,630
351.717,149.196,500.532,µm,Spot,Position,1,,631
327.474,165.846,501.795,µm,Spot,Position,1,,632
365.58,142.666,506.062,µm,Spot,Position,1,,633
341.837,158.372,507.868,µm,Spot,Position,1,,634
356.143,151.821,513.407,µm,Spot,Position,1,,635
332.362,168.773,514.359,µm,Spot,Position,1,,636
371.337,146.288,518.712,µm,Spot,Position,1,,637
346.494,161.647,520.429,µm,Spot,Position,1,,638
361.821,155.869,525.798,µm,Spot,Position,1,,639
376.544,150.704,531.533,µm,Spot,Position,1,,640
352.039,165.763,533.057,µm,Spot,Position,1,,641
405.098,112.994,472.711,µm,Spot,Position,1,,642
421.455,109.676,476.582,µm,Spot,Position,1,,643
380.872,124.958,476.968,µm,Spot,Position,1,,644
395.139,119.657,481.719,µm,Spot,Position,1,,645
411.227,115.508,485.568,µm,Spot,Position,1,,646
426.652,111.936,490.438,µm,Spot,Position,1,,647
385.692,126.938,490.177,µm,Spot,Position,1,,648
442.676,108.903,493.904,µm,Spot,Position,1,,649
400.656,122.234,495.259,µm,Spot,Position,1,,650
416.613,118.263,499.347,µm,Spot,Position,1,,651
432.854,115.918,503.224,µm,Spot,Position,1,,652
390.759,129.388,503.234,µm,Spot,Position,1,,653
406.364,125.314,507.448,µm,Spot,Position,1,,654
423.133,122.666,511.638,µm,Spot,Position,1,,655
381.046,137.725,511.151,µm,Spot,Position,1,,656
438.679,120.155,515.419,µm,Spot,Position,1,,657
396.77,133.799,515.366,µm,Spot,Position,1,,658
412.937,130.292,519.817,µm,Spot,Position,1,,659
387.258,141.781,523.635,µm,Spot,Position,1,,660
428.978,127.081,524.352,µm,Spot,Position,1,,661
403.215,138.012,528.085,µm,Spot,Position,1,,662
419.239,135.266,532.271,µm,Spot,Position,1,,663
435.386,132.982,535.879,µm,Spot,Position,1,,664
392.803,146.675,535.746,µm,Spot,Position,1,,665
459.081,108.207,496.868,µm,Spot,Position,1,,666
491.947,108.231,501.882,µm,Spot,Position,1,,668
507.785,110.047,503.203,µm,Spot,Position,1,,669
449.117,114.08,506.359,µm,Spot,Position,1,,670
482.007,113.021,511.585,µm,Spot,Position,1,,672
498.283,113.942,513.61,µm,Spot,Position,1,,673
455.727,119.217,518.046,µm,Spot,Position,1,,674
488.169,119.909,522.905,µm,Spot,Position,1,,676
504.324,121.262,524.373,µm,Spot,Position,1,,677
445.559,126.176,526.749,µm,Spot,Position,1,,678
478.466,124.605,531.994,µm,Spot,Position,1,,680
494.575,125.982,533.815,µm,Spot,Position,1,,681
558.133,111.111,483.34,µm,Spot,Position,1,,682
573.506,115.577,483.176,µm,Spot,Position,1,,683
533.622,108.979,493.976,µm,Spot,Position,1,,684
549.062,113.126,494.28,µm,Spot,Position,1,,685
564.298,117.257,494.168,µm,Spot,Position,1,,686
569.983,124.64,504.049,µm,Spot,Position,1,,687
523.827,111.951,504.421,µm,Spot,Position,1,,688
539.552,115.664,504.792,µm,Spot,Position,1,,689
554.948,119.354,504.807,µm,Spot,Position,1,,690
513.894,116.314,514.508,µm,Spot,Position,1,,691
544.951,123.66,514.511,µm,Spot,Position,1,,692
560.417,127.787,514.54,µm,Spot,Position,1,,693
529.705,119.535,515.216,µm,Spot,Position,1,,694
519.955,123.911,525.006,µm,Spot,Position,1,,695
551.099,131.227,524.728,µm,Spot,Position,1,,696
566.438,135.804,524.412,µm,Spot,Position,1,,697
535.66,126.923,525.527,µm,Spot,Position,1,,698
571.487,145.001,532.53,µm,Spot,Position,1,,699
541.779,135.414,534.565,µm,Spot,Position,1,,700
557.123,139.457,534.37,µm,Spot,Position,1,,701
510.343,128.283,534.743,µm,Spot,Position,1,,702
526.181,131.436,535.085,µm,Spot,Position,1,,703
628.682,143.013,477.966,µm,Spot,Position,1,,704
615.639,135.088,479.893,µm,Spot,Position,1,,705
601.956,127.967,481.175,µm,Spot,Position,1,,706
588.036,121.638,482.442,µm,Spot,Position,1,,707
633.005,151.875,487.008,µm,Spot,Position,1,,708
620.42,143.096,489.141,µm,Spot,Position,1,,709
607.316,135.521,491.321,µm,Spot,Position,1,,710
593.283,128.721,492.454,µm,Spot,Position,1,,711
578.764,122.808,493.137,µm,Spot,Position,1,,712
637.703,160.616,495.543,µm,Spot,Position,1,,713
625.735,151.679,498.179,µm,Spot,Position,1,,714
611.812,144.375,499.852,µm,Spot,Position,1,,715
598.34,136.85,501.625,µm,Spot,Position,1,,716
584.537,130.316,503.412,µm,Spot,Position,1,,717
629.65,160.935,506.311,µm,Spot,Position,1,,718
617.17,152.794,508.335,µm,Spot,Position,1,,719
603.404,145.78,510.689,µm,Spot,Position,1,,720
589.438,139.076,512.444,µm,Spot,Position,1,,721
575.105,132.621,513.963,µm,Spot,Position,1,,722
634.776,170.514,514.383,µm,Spot,Position,1,,723
621.72,162.273,516.718,µm,Spot,Position,1,,724
608.24,154.869,518.86,µm,Spot,Position,1,,725
594.594,147.806,520.611,µm,Spot,Position,1,,726
580.393,141.696,522.682,µm,Spot,Position,1,,727
613.114,164.605,526.691,µm,Spot,Position,1,,728
599.476,157.096,529.081,µm,Spot,Position,1,,729
585.627,150.842,530.983,µm,Spot,Position,1,,730
604.959,166.957,537.258,µm,Spot,Position,1,,731
651.865,162.429,473.206,µm,Spot,Position,1,,732
640.583,152.255,475.924,µm,Spot,Position,1,,733
656.997,171.005,481.443,µm,Spot,Position,1,,734
645.089,161.126,484.167,µm,Spot,Position,1,,735
649.54,170.494,492.361,µm,Spot,Position,1,,736
641.911,170.042,503.529,µm,Spot,Position,1,,737
279.927,201.688,473.984,µm,Spot,Position,1,,738
299.701,181.491,475.06,µm,Spot,Position,1,,739
272.467,213.405,478.795,µm,Spot,Position,1,,740
290.766,192.023,481.594,µm,Spot,Position,1,,741
310.461,171.968,482.365,µm,Spot,Position,1,,742
263.855,224.939,483.426,µm,Spot,Position,1,,743
282.079,202.828,486.871,µm,Spot,Position,1,,744
302.005,182.657,488.658,µm,Spot,Position,1,,745
274.207,214.183,492.321,µm,Spot,Position,1,,746
292.872,193.143,494.603,µm,Spot,Position,1,,747
314.51,174.123,495.248,µm,Spot,Position,1,,748
266.395,226.619,497.064,µm,Spot,Position,1,,749
284.701,204.807,500.183,µm,Spot,Position,1,,750
305.789,184.643,501.451,µm,Spot,Position,1,,751
276.81,216.535,505.607,µm,Spot,Position,1,,752
296.715,195.848,507.521,µm,Spot,Position,1,,753
269.65,228.902,509.747,µm,Spot,Position,1,,754
288.517,207.091,513.219,µm,Spot,Position,1,,755
309.474,186.862,514.415,µm,Spot,Position,1,,756
281.004,219.254,518.121,µm,Spot,Position,1,,757
300.69,198.525,520.329,µm,Spot,Position,1,,758
273.274,232.331,522.704,µm,Spot,Position,1,,759
292.466,210.105,526.009,µm,Spot,Position,1,,760
313.988,190.082,527.409,µm,Spot,Position,1,,761
285.173,222.783,530.757,µm,Spot,Position,1,,762
305.378,202.251,532.825,µm,Spot,Position,1,,763
277.449,236.048,535.186,µm,Spot,Position,1,,764
319.086,176.713,508.009,µm,Spot,Position,1,,765
323.199,179.062,520.781,µm,Spot,Position,1,,766
337.304,172.263,527.167,µm,Spot,Position,1,,767
328.484,183.435,533.096,µm,Spot,Position,1,,768
638.726,180.597,521.619,µm,Spot,Position,1,,769
626.352,172.033,524.476,µm,Spot,Position,1,,770
630.501,182.488,532.117,µm,Spot,Position,1,,771
618.047,174.253,534.456,µm,Spot,Position,1,,772
674.635,193.857,474.356,µm,Spot,Position,1,,773
682.726,218.31,473.938,µm,Spot,Position,1,,774
666.882,182.329,477.71,µm,Spot,Position,1,,775
678.094,203.722,481.057,µm,Spot,Position,1,,776
683.996,227.266,481.112,µm,Spot,Position,1,,777
670.429,191.82,485.605,µm,Spot,Position,1,,778
679.366,214.471,486.63,µm,Spot,Position,1,,779
660.731,180.507,489.078,µm,Spot,Position,1,,780
673.267,201.908,492.361,µm,Spot,Position,1,,781
681.25,225.386,492.756,µm,Spot,Position,1,,782
664.105,190.424,496.537,µm,Spot,Position,1,,783
675.88,212.299,498.649,µm,Spot,Position,1,,784
681.795,235.569,499.051,µm,Spot,Position,1,,785
653.81,179.579,500.395,µm,Spot,Position,1,,786
667.376,200.74,503.465,µm,Spot,Position,1,,787
677.796,223.392,504.289,µm,Spot,Position,1,,788
657.449,189.808,507.511,µm,Spot,Position,1,,789
670.497,211.122,509.276,µm,Spot,Position,1,,790
677.44,235.418,509.748,µm,Spot,Position,1,,791
646.298,179.521,511.122,µm,Spot,Position,1,,792
661.148,199.857,514.552,µm,Spot,Position,1,,793
672.844,221.729,515.348,µm,Spot,Position,1,,794
650.172,189.875,518.059,µm,Spot,Position,1,,795
672.686,233.123,519.657,µm,Spot,Position,1,,796
664.079,210.514,520.623,µm,Spot,Position,1,,797
654.105,200.513,525.049,µm,Spot,Position,1,,798
666.266,221.773,526.111,µm,Spot,Position,1,,799
642.977,190.38,528.644,µm,Spot,Position,1,,800
657.412,211.174,531.374,µm,Spot,Position,1,,801
667.318,233.349,530.969,µm,Spot,Position,1,,802
646.639,201.828,534.938,µm,Spot,Position,1,,803
660.135,222.422,536.936,µm,Spot,Position,1,,804
248.538,262.141,495.047,µm,Spot,Position,1,,805
249.675,266.053,508.326,µm,Spot,Position,1,,806
257.038,236.928,474.4,µm,Spot,Position,1,,807
251.318,251.041,478.377,µm,Spot,Position,1,,808
257.535,237.605,488.089,µm,Spot,Position,1,,809
252.538,250.252,490.971,µm,Spot,Position,1,,810
259.76,239.267,501.245,µm,Spot,Position,1,,811
254.259,252.632,504.863,µm,Spot,Position,1,,812
263.023,241.625,514.661,µm,Spot,Position,1,,813
257.378,255.159,518.305,µm,Spot,Position,1,,814
253.289,269.517,520.805,µm,Spot,Position,1,,815
266.722,245.345,526.667,µm,Spot,Position,1,,816
261.521,259.496,530.056,µm,Spot,Position,1,,817
256.701,273.791,532.744,µm,Spot,Position,1,,818
748.74,751.127,476.403,µm,Spot,Position,1,,819
748.331,740.271,482.732,µm,Spot,Position,1,,820
746.348,729.475,487.949,µm,Spot,Position,1,,821
745.939,754.262,488.448,µm,Spot,Position,1,,822
745.058,743.875,494.274,µm,Spot,Position,1,,823
744.474,732.306,499.359,µm,Spot,Position,1,,824
742.439,721.854,504.181,µm,Spot,Position,1,,825
742.21,746.342,505.416,µm,Spot,Position,1,,826
740.714,734.981,510.468,µm,Spot,Position,1,,827
737.704,723.067,514.844,µm,Spot,Position,1,,828
736.581,748.762,515.839,µm,Spot,Position,1,,829
736.251,737.104,521.365,µm,Spot,Position,1,,830
734.005,725.858,525.388,µm,Spot,Position,1,,831
730.512,749.86,526.329,µm,Spot,Position,1,,832
730.396,738.415,531.59,µm,Spot,Position,1,,833
728.397,727.14,535.877,µm,Spot,Position,1,,834
723.255,750.529,536.647,µm,Spot,Position,1,,835
322.346,814.643,483.791,µm,Spot,Position,1,,836
323.833,814.46,497.292,µm,Spot,Position,1,,837
317.508,804.226,500.663,µm,Spot,Position,1,,838
325.902,811.222,510.68,µm,Spot,Position,1,,839
319.73,798.842,513.696,µm,Spot,Position,1,,840
336.867,818.566,519.636,µm,Spot,Position,1,,841
328.599,806.589,523.089,µm,Spot,Position,1,,842
322.038,793.976,525.713,µm,Spot,Position,1,,843
340.365,813.694,531.519,µm,Spot,Position,1,,844
332.436,801.5,534.726,µm,Spot,Position,1,,845
696.853,816.364,515.913,µm,Spot,Position,1,,846
699.463,806.496,524.175,µm,Spot,Position,1,,847
688.827,816.727,526.749,µm,Spot,Position,1,,848
701.855,795.689,531.89,µm,Spot,Position,1,,849
691.012,806.058,534.608,µm,Spot,Position,1,,850
679.325,816.179,537.027,µm,Spot,Position,1,,851
744.243,774.855,474.774,µm,Spot,Position,1,,852
737.909,788.525,478.572,µm,Spot,Position,1,,853
729.765,800.931,481.337,µm,Spot,Position,1,,854
745.376,764.793,482.035,µm,Spot,Position,1,,855
720.38,812.921,483.574,µm,Spot,Position,1,,856
739.497,778.122,486.048,µm,Spot,Position,1,,857
731.793,790.872,489.396,µm,Spot,Position,1,,858
741.149,767.65,493.054,µm,Spot,Position,1,,859
723.036,803.13,492.278,µm,Spot,Position,1,,860
713.617,815.093,495.104,µm,Spot,Position,1,,861
733.372,780.878,496.52,µm,Spot,Position,1,,862
742.24,757.377,499.536,µm,Spot,Position,1,,863
725.506,793.248,500.044,µm,Spot,Position,1,,864
715.807,804.919,503.274,µm,Spot,Position,1,,865
735.251,770.35,503.762,µm,Spot,Position,1,,866
705.071,816.007,505.64,µm,Spot,Position,1,,867
727.602,782.747,507.346,µm,Spot,Position,1,,868
736.714,759.504,510.195,µm,Spot,Position,1,,869
718.155,794.618,510.706,µm,Spot,Position,1,,870
707.957,805.882,513.744,µm,Spot,Position,1,,871
728.931,772.307,514.677,µm,Spot,Position,1,,872
720.746,783.949,518.439,µm,Spot,Position,1,,873
730.56,761.082,520.642,µm,Spot,Position,1,,874
710.693,795.7,521.724,µm,Spot,Position,1,,875
721.535,772.914,524.517,µm,Spot,Position,1,,876
712.519,785.078,528.589,µm,Spot,Position,1,,877
722.474,761.739,530.893,µm,Spot,Position,1,,878
714.22,773.593,535.424,µm,Spot,Position,1,,879
372.392,862.88,474.961,µm,Spot,Position,1,,880
339.931,836.431,477.009,µm,Spot,Position,1,,881
361.99,853.929,480.326,µm,Spot,Position,1,,882
330.075,826.391,480.965,µm,Spot,Position,1,,883
351.51,844.751,485.403,µm,Spot,Position,1,,884
374.883,861.441,488.204,µm,Spot,Position,1,,885
341.603,835.316,489.772,µm,Spot,Position,1,,886
